,label,tweet,clean_teks
740,2,Dari zaman SD juga temenku cowok nih salah satunya yang dulu suka main sampe desa sebalah yang nyebarang kali wkk dan entah suka bikin prakarya padahal berantakin rumah dan sampe jualan lotre yak dulu wkk pen ngaqaq kalau inget ini [USERNAME],zaman sd temenku cowok nih salah satu suka main desa seba nyebarang kali wkk suka bikin prakarya berantakin rumah jual lotre yak wkk pen ngaqaq
741,2,"Congrats for me, walopun ga aktif bgt tp aku dedikasikan twitter ini krn bangtan, bnyk yg berubah dr wkt kw wkt, wow!!!!! #MyTwitterAnniversary [URL]",ucap selamat me walopun aktif dedikasi twitter bangtan ubah wow mytwitteranniversary url
742,0,Dear [USERNAME] [USERNAME] [USERNAME] coba bisa d jelaskan kenapa tb2 sy dpt sms kaya yg paling bawah. Sampe minus 180k lagi. Kan sy kaget bangun2 nyalain hp langsung d palakin gitu. Makasih ya. [URL],dear coba d tb sms kaya minus k kaget bangun nyala hp langsung d palakin terimakasih ya url
743,4,gw maklumin aja omongan Mommy gw dia emang ga bakal setujuin gw [URL] sampe suka demen co umurnya beda jauh yah makanya cari duda mapan berumur aja,maklumin omong mommy setujuin url suka suka cowok umur beda yah cari duda mapan umur
744,0,"[URL] Bupati Purbalingga, Jawa Tengah, Tasdi dipecat seketika dari PDI Perjuangan. Setelah dipecat masa bisa Nyaleg lagi setelah bebas.....Aneh bin Ajaib.",url bupati purbalingga jawa tasdi pecat pdi juang pecat nyaleg bebasaneh bin ajaib
745,0,"[USERNAME] [USERNAME] Maunya hadiahnya aja (khayru ummah), perintahnya (menyuruh kepada yg ma'ruf dan mencegah yg Munkar) ogah. Ibarat pengen kenyang tapi ogah makan.",mau hadiah khayru ummah perintah suruh maruf cegah munkar ogah kenyang ogah makan
746,0,"[USERNAME] [USERNAME] [USERNAME] Gini aja terooss...jawaban kalian template, gw ga butuh jawaban template dan pesanan gw dr tgl 28 Mei, apakah gw cm di suruh tunggu tp ga jelas spt ini?Cm jkt Tng lho..mo bilang apa lagi ini jwabnya? Sabar ya kak ini ujia",teroossjawaban template butuh template pesan tanggal mei suruh tunggu inicm jakarta tenang lhomo bilang jwabnya sabar ya kak ujia
747,0,mimpin Jadi Bupati Tasik aja Gak bisa apalagi jadi Gubernur aduh kang tuh di Kabupaten Tasik Oge PR akang masih Banyak malahan Masyarakat tidap puas dengan kinerja akang sekarang pengen jadi Gubernur ??? Cing atuh MikiL,mimpin bupati tasik gubernur aduh kang tuh kabupaten tasik oge pr akang masyarakat tidap puas kerja akang gubernur cing atuh mikil
748,0,"[USERNAME] [USERNAME] Coba selama masa jabatan anda pak [USERNAME] , apa saja yg sudah anda lakukan untuk Indonesia agar disegani bangsa2? Bangsa mana saja yg sudah menyegani Indonesia?",coba jabat laku indonesia segani bangsa bangsa segani indonesia
749,0,[USERNAME] [USERNAME] sebenarnya yg Melanggar Bawaslu itu Lawan Politik nya apa beliau ??? ah sudah lah makin terjun aja tuh image beliau d masyarakat,langgar bawaslu lawan politik nya beliau ah terjun tuh image beliau d masyarakat
750,0,"Sudah keterlaluan perilaku para pecundang itu,jelas"" buronan,pny tutur kata kasar,intoleran,anti Pancasila kok ya disambangi..emang mereka sdh anggap gak ada lagi ulama yg baik dinegara ini?",perilaku cundang itujelas buronanpny kasarintolerananti pancasila ya disambangiemang anggap ulama negara
751,0,"Apa dasar ngakaknya? Baca koq cuma satu ayat? Gua biasa aja, ngapain marah? Ateis justru sangat menggelikan bagi gua, ketika mereka menyembah Charles Darwin dengan segala teori tahayul dan konyolnya.....",dasar ngakaknya baca ayat ngapain marah ateis geli sembah charles darwin teori tahayul konyol
752,0,Harusnya manusia kaya gini bikin negara sendiri aja kali ya terus dia kloning dirinya sendiri jd banyak. Biar dia ngerasain enak atau ngga ngadepin dirinya sendiri yg selalu gamau terima masukan dan alasan orang lain,manusia kaya bikin negara kali ya kloning biar rasa enak ngadepin terima masuk alas orang
753,0,"Percuma bukti numpuk tapi deflasi keberanian. Lihat kasus Munir. Kurang apa buktinya. Lihat kasus Udin, buktinya malah disingkirkan/dihilangkan secara sengaja. Dan kasus2 lainnya [URL]",bukti numpuk deflasi berani lihat munir bukti lihat udin bukti disingkirkandihilangkan sengaja url
754,2,"Mungkin saya pun klo dicandid seperti cew ini ketika nonton uda [USERNAME] heboh dan ikutan karaoke massal. Memakai botol air mineral bak penyanyi profesional. Keren dan totalitas, mbak! [URL]",dicandid cewek nonton heboh ikut karaoke massal pakai botol air mineral bak nyanyi profesional keren totalitas mbak url
755,0,Ini org wajib dipenjarakan [USERNAME] wajib dilaporkan..ini org yang memecah belah,orang wajib penjara wajib dilaporkanini orang pecah belah
756,0,"Isu Kristenisasi itu sama saja dgn isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tak lebih dari oembingkaian di kuar konteks! Isu yg dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis.",isu kristen isu bangkit pki data minim fakta bila oembingkaian kuar konteks isu bangkit hantu untung politis ekonomis
757,0,"Memaknai suatu hubungan, butuh waktu bertahun tahun dan mgkn banyak pelajaran. Don't be needy lah kalo jadi cewe. Pacar lo punya masa depan yang harus dia prioritaskan. Pacar lo juga punya kehidupan selain elo.",makna hubung butuh tahun ajar be needy cewek pacar prioritas pacar hidup
758,0,"Gimana dia mau kejar masa depannya sementara pas dia harus tidur, lo maksain dateng ke kosan, dan pas dia tidur lo cubit cubitin ganggu gangguin ky gt. Tengah malem dia mesti anter lo balik, dan pagi nya si cowo kebablasan",kejar depan pas tidur maksain kost pas tidur cubit cubitin ganggu gangguin malam mesti anter pagi nya si cowok bablas
759,0,[USERNAME] setidaknya beri saya kejelasan uang saya..dan langkah2nya ketika nasabah memiliki problem seperti ini..sudah satu bulan lebih loh..tolong yang Bank Mandiri terutama untuk Kantor Cabang Sabang Jakarta Pusat,jelas uang sayadan langkah nasabah milik problem inisudah lohtolong bank mandiri kantor cabang sabang jakarta pusat
760,0,"Isu Kristenisasi itu sama saja dgn isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tak lebih dari pembingkaian di luar konteks! Isu yg dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis. Tahyul dan bahlul!!",isu kristen isu bangkit pki data minim fakta bila bingkai konteks isu bangkit hantu untung politis ekonomis tahyul bahlul
761,4,[USERNAME] Kasian FH bangun pagi. Tdk ada kerjaan ( mau ke kantor PKS. Tdk di Terimah( tdk ada info2 dari kawan2 di PKS ( mau ke kawan lain Bedah partai. ( mau ke pemerintah . Sudah tdk di akui dari partai mana kasih juga Yah. Balik kampung saja,kasihan fh bangun pagi kerja kantor pks terimah informasi kawan pks kawan bedah partai perintah aku partai kasih yah kampung
762,0,"Indikasi Bakal Terjadi Di Akhir Tahun 2018 atau Pertengahan 2019 Para Banteng saling adu kepala, akhirnya terjengkang, terkapar dan semaput, tanpa melawan...!!! Banteng tinggal Kenangan...!!!",indikasi tengah banteng adu kepala jengkang kapar semaput lawan banteng tinggal kenang
763,4,"Cilacap,. Cinta lama gagal terucap Purbalingga,. Pura2 bahagia melihatmu berpaling dan ber keluarga Semarang,. Sedikit merindukan orang yang tersayang Saat ini di cilandak,. Cinta lama datang mendadak Dan makan sari roti,.. Saking rindunya merobek hati,... #ceritahariini.",cilacap cinta gagal ucap purbalingga pura bahagia lihat paling ber keluarga semarang rindu orang sayang cilandak cinta dadak makan sari roti saking rindu robek hati ceritahariini
764,3,"Nona tidak perlu takut, toh ini hanya gerimis kan? Sudah ku siapkan rumah untuk berteduh barangkali nanti berubah menjadi hujan angin. #ceritakemarinsore #spoiler",nona takut gerimis ku siap rumah teduh barangkali ubah hujan angin ceritakemarinsore spoiler
765,4,"Life style Perubahan gaya hidup, pola makan utamanya, yang santai dijalani membunuh tanpa disadari. Konyolnya mayoritas gak peduli. Nanti kalau sakit desperate nyalahin genetik atau faktor X [URL]",life style ubah gaya hidup pola makan utama santai jalan bunuh sadar konyol mayoritas peduli sakit desperate nyalahin genetik faktor x url
766,4,"Percaya kata lelaki itu, terutama ketika aku ingin mati karena disiksa zaman. Tapi karena kematian tak kunjung tiba, aku melupakanNya. Tuhan menjauh, dan aku pun menjauhiNya. Aku tidak tahu, apa iya masih penting sejak kulupa.",percaya lelaki mati siksa zaman mati kunjung lupa tuhan jauh jauh iya lupa
767,2,"Twitter saya dari kemaren cuma bisa retweet gabisa nge-tweet. Kalo mau nge-tweet not responding mulu, excessive use perhaps, lol. Tapi sekarang bisa yeay",twitter kemarin retweet ngetweet ngetweet not responding excessive use perhaps tertawa yeay
768,4,"Ya ga semua sih, banyak juga yang serius. Tapi ya gitu mungkin anda belum ketemu, mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya. Gitu",ya sih serius ya ketemu ketemu lalma kena modus too sensitive lewat
769,0,"Sehari ini coba transfer dari atm BBRI ke a/c BRI dan BBMR lha kok gagal semua, ATM BRI kok telo dan memalukan ya,katanya punya satelit tapi memalukan banget [USERNAME] [USERNAME] , gimana ini penjelasan nya?",hari coba transfer atm bbri ac bri bbmr lha gagal atm bri telo malu yakatanya satelit malu jelas nya
770,0,[USERNAME] [USERNAME] Yaelah.. sabar ya Vid. sampai lebaran monyet juga engga bakalan ditanggapin cepat ini kalo engga sering diserang dengan follow up tajam. Langsung ke plasa telkom atau telepon 147. Pengalaman sudah sering banget soalnya ini #telkom,yaelah sabar ya vid lebaran monyet ditanggapin cepat serang follow up tajam langsung plasa telkom telepon alam telkom
771,2,Selamat peletakan batu pertama pmbangunan Univ Islam Internasional Indonesia (UIII). Smoga Islam Indonesia yg damai dan toleran benar2 mnjadi rujukan Islam dunia kelak. Cc Pak Menag [USERNAME] [URL],selamat leta batu pmbangunan univ islam internasional indonesia uiii moga islam indonesia damai toleran rujuk islam dunia kelak cc menag url
772,4,"Turut sepenanggungan atas meninggalnya dr. Ramona Sari - sejawat, aktivis, dan salah satu pejuang paling tangguh dari [USERNAME] untuk hak & kesehatan seksual reproduksi perempuan Indonesia. Semoga Yang Maha berkenan memeluk pulang. Tuhan yang memberi, Tuhan pula yang mengambil.",tanggung tinggal ramona sari jawat aktivis salah juang tangguh hak sehat seksual reproduksi perempuan indonesia moga maha kenan peluk pulang tuhan tuhan ambil
773,0,"Nelfon cs [USERNAME] disuruh tunggu untuk buat pelaporan, 7 menit and still go on tanpa kabar dari cs, cuma disuruh tunggu. Ngapain? Lama banget. Aneh",telpon cs suruh tunggu lapor menit and go on kabar cs suruh tunggu ngapain aneh
774,4,"Jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya,lalu untuk apa aku disampingmu? Apa aku hanya untuk tempat bersandarmu sementara~",lalu tanam ingat turus mengingatnyalalu samping sandar
775,2,Baguslah! Akhirnya kamu yang ateis ( muridnya mumun) ini mengaku dan menyembah teori darwin yang konyol dan tahayul itu. Selamat ya!,bagus ateis murid mumun aku sembah teori darwin konyol tahayul selamat ya
776,0,"[USERNAME] memang childish alias kekanakkanakan mendekati bego yg overacting. Pelajari dulu Undang2 sebelum jadi pejabat. Jangan memalukan dong.. Tanggapi Pernyataan Sandiaga Uno, Pakde Karwo: Kritik dan Saran Pejabat Negara Harus Lewat Mendagri https://",childish alias kekanakkanakan dekat bodoh overacting ajar undang jabat malu tanggap nyata sandiaga uno pakde karwo kritik saran jabat negara mendagri https
777,4,"itu pesan masuknya udah sexual harrasement sih, dan itu sesuatu yang gak bisa dibilang biasa aja. di budaya yang paham Patriarki nya tinggi memang hal itu keliatan gak penting, tapi coba yang diperlakukan begitu saudari kalian, temen, atau pacar? - ttp semangat Gita & Via",pesan masuk sexual harrasement sih bilang budaya paham patriark nya coba laku saudari teman pacar semangat gita via
778,0,Dr minggu kmrn menyebalkan.. eh hri ini lagi ada tambahan.. janjian jam 10 eh lah kok malah jek antri nang BRI iki piye to..? Ku kesel deeh..,minggu kemarin sebal eh tambah janji jam eh jek antri nang bri ku kesal deeh
779,0,Wahai kalian para sok pejuang Di mana kalian saat ini Via Vallen adalah aset Bangsa yang tersisa yang akan direbut oleh Bangsa Lain. Apakah kalian hanya diam?! #OldMoneyGakNgerasain,sok juang via vallen aset bangsa sisa rebut bangsa diam oldmoneygakngerasain
780,0,"[USERNAME] [USERNAME] Rasis memang berbanding lurus dengan govlox... Anti Pancasila kebanyakan govlok dan lebih banyak yg rasis... Mau ganti presiden? Silahkan kl mau dukung anti Pancasila, negara berhiaskan rasisme dan kegovlokan... Mongooo ga",ras banding lurus govlox anti pancasila banyak govlok ras ganti presiden silah dukung anti pancasila negara hias rasisme kegovlokan mongooo
781,0,"cc:[USERNAME] [USERNAME] ko [USERNAME] mingkem Hanya Dalam 2 Minggu 2 Bupati PDIP Kena OTT KPK, SEMAKIN JUARA KORUPSI !!! [URL]",ccusername ko mingkem minggu bupati pdip kena ott kpk juara korupsi url
782,4,"Semoga pa [USERNAME] Sadar Bupati Purbalingga dari PDIP Kena OTT KPK, Warganet: Allah sedang menunjukan Pak Mahfud partai mana yang lahirkan koruptor besar.. [URL]",moga pa sadar bupati purbalingga pdip kena ott kpk warganet allah mahfud partai lahir koruptor url
783,0,[USERNAME] [USERNAME] [USERNAME] Negara mana didunia ini yg bisa memendam liberalisme? Afganistan? Pakistan? Iran? Termasuk negara maju ga mereka sekarang? Negara mana yg masih menggunakan khilafah?,negara dunia pendam liberalisme afganistan pakistan iran negara maju negara khilafah
784,0,[USERNAME] sy tdk percaya ktp akan jadi 1-2 hari Krn sy juga tdk percaya anggaran e ktp di korupsi oleh para anggota Dewan yg Terhormat (mungkin bapak lebih tahu atau pura pura tidak tahu...?) [URL],percaya ktp percaya anggar e ktp korupsi anggota dewan hormat pura pura url
785,0,"Pohon plastik, tong sampah ndak ada yg menarik perhatianku. Hanya satu perhatianku, SAMPAH! Nyari konten status nyinyir tapi gak ada sumbangsih thdp kebersihan. Semudah jari membuat status nyinyir berbanding terbalik dgn niat pada hal yang nyata. Hidup hanya sebatas kuota!",pohon plastik tong sampah tarik perhati perhati sampah cari konten status nyinyir sumbangsih bersih mudah jari status nyinyir banding balik niat nyata hidup batas kuota
786,0,"Baru kali ini pemakaian fasilitas laboratorium dikampus sendiri bayar, kalo begitu uang yang dibayarkan tiap semster apa tidak termasuk?? Di doain yang buruk apa yang baik nih",kali pakai fasilitas laboratorium kampus bayar uang bayar semster doa buruk nih
787,1,"Mengapa hidup ini ada yang mengatakan kejam? Mungkin dia menganggap hidup ini sebagai pertarungan juga arena persaingan. Kalau dia berfikir layaknya petani, maka hidup ya seperti bercocok tanam, ia akan merasa diantara harapan & ketakutan.",hidup kejam anggap hidup tarung arena saing berfikir layak tani hidup ya cocok tanam harap takut
788,2,"Cepet banget, hanya 3 hari setelah pesan, langsung sampai. Terima kasih ya mas [USERNAME] . Buat koleksi Perpustakaan Fakultas Psikologi Univ Pancasila (buat saya juga",cepat pesan langsung terima kasih ya mas koleksi pustaka fakultas psikologi univ pancasila
789,4,"Katanya dokter gigi sih klo makan jangan sebelah doang (kiri ajah atau kanan ajah) nanti bisa dislokasi atau apa gitu rahangnya.. tp kan, itu menunjukkan ke konsistenan nya diriku pak dok.",dokter gigi sih makan belah kiri kanan dislokasi rahang konsisten nya diri dok
790,0,"[USERNAME] Well, common logic di Indonesia itu selalu perempuan yg salah. ""Coba kalo nggk ini, itu, bla bla bla"". Sedangkan yang salah sebenarnya selalu pelaku, bukannya korban. Logcial fallacy.",well common logic indonesia perempuan salah coba bla bla bla salah laku korban logcial fallacy
791,0,"Tapi dia itu bule dong, menurut persepsi dia mungkin itu normal Bule bebas ngapain aja gitu? Ingin ku berkata kasar ... KASAR!!!!! [URL]",bule persepsi normal bule bebas ngapain ku kasar kasar url
792,0,Begitu pasang yg paling tinggi. Masih mak cret. Kayak gitu kok mikir jihad. Melayani dgn baik aja dulu. Kalo ngga seneng dgn pekerjaannya keluar. Kejar passion mu. Jadi sepanjang hari ngga nyinyiri org lain mulu..,pasang mak cret berfikir jihad layan senang kerja kejar passion mu nyinyir orang
793,0,"anjiir via vallen digituin sm nih org dan dia casually cm blg ""are u angry"" hmm emang hal kaya gitu sebiasa itu sih buat orang luar terutama asal negara2 eropa",anjiir via vallen digituin nih orang casually bilang are angry hmm kaya biasa sih orang negara eropa
794,0,"Tapi dia itu bule dong, menurut persepsi dia mungkin itu normal, dan gw yakin niatnya tidak untuk melecehkan Pemikiran begini yg bikin orang Indonesia diremehkan bule. Itu orang tipe klo ada bule minta foto pasti  Ingin ku berkata kasar ... KASAR!!!!! [URL]",bule persepsi normal niat leceh pikir bikin orang indonesia remeh bule orang tipe bule foto ku kasar kasar url
795,1,"[USERNAME] huhu iyaaa ini mikir keras banget dan ku jg ga dapet hasil yg sreg di bab 4 tuh, mana jum'at tuh uprak studi islam dari pagi, bisa bisaaa :""",huhu iyaaa berfikir keras ku hasil sreg bab tuh jumat tuh uprak studi islam pagi bisaaa
796,4,Ini lho yg mengiris hatiku!! Masih tega buang sampah plastik sembarangan? Masih males mengurangi pemakaian plastik kresek & plastik kemasan lain? #BijakBerplastik [URL],lho kir hati tega buang sampah plastik sembarang malas kurang pakai plastik kresek plastik kemas bijakberplastik url
797,4,"Iya yg diskrinsut itu mba boo. Para neto berhasil menemukan siapa org tersebut hanya bermodalkan gambar lengan wkwk. Iya sih mba, hal kaya gitu ga pantes dibuat becandaan",iya diskrinsut mbak boo neto hasil temu orang modal gambar lengan wkwk iya sih mbak kaya becandaan
798,1,"Iya mba, netijen IG horor soalnya mainnya agak frontal ga cocok dikit bully. Pokoknya ga sepaham sama mereka itu dosa banget",iya mbak netijen ig horor main frontal cocok bully pokok paham dosa
799,4,"[USERNAME] Via Vallen mendapatkan pelecehan seksual via DM instagram oleh pemain sepakbola asing tapi di klub lokal Dan, netizen malah blame the victim, again, dan sedih itu cewe-cewe juga yang nyalahin.",via vallen leceh seksual via dm instagram main sepakbola asing klub lokal netizen blame the victim sedih cewecewe nyalahin
800,0,"[USERNAME] pelayanan CS di BRI Surabaya Pahlawan kenapa lama sekalii? Ini sudah 2 jam urutannya cuma jalan 10 nomor, yang 5 nomor kosong, berarti cuma melayani 5 orang dalam 2 jam.",layan cs bri surabaya pahlawan sekali jam urut jalan nomor nomor kosong layan orang jam
801,0,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Sampaikan juga informasi kegiatan dana desa, jangan hanya kirim hastag dan mantion saja",informasi giat dana desa kirim hastag mantion
802,2,"[USERNAME] bismillah, happy bday kak! wuatb, gbu. smga selalu dilimpahi keberkahan, rezeki, kebahagiaan, umur yang bermanfaat dan sukses dunia akhirat. semoga cita2nya tercapai dan bisa membanggakan ortu, nusa, negara dan agama. aamiin! btw kita se-dom kak",bismillah senang bday kak wuatb gbu moga limpah berkah rezeki bahagia umur manfaat sukses dunia akhirat moga cita capai bangga orangtua nusa negara agama amin bicara bicara dom kak
803,3,Jatuh cinta tidak mengenal tipe Kau takkan peduli fisik dan isi kepalanya Yang kau tahu hanyalah: Jantungmu berdebar kencang bila berada di dekatnya,jatuh cinta kenal tipe peduli fisik isi kepala jantung debar kencang dekat
804,4,cewek-cewek lain kalo bikin instastory suaranya pada cakep bgttt alus gitu ye kan. kalah manisnya gula mah. lah w dengerin suara sendiri aja kek tikus kejepit:( annoying bgt suara qu wkwkwk,cewekcewek bikin instastory suara cakap bgttt alus ye kalah manis gula mah dengerin suara tikus jepit annoying suara wkwkwk
805,0,[USERNAME] Gila kok ada ya perempuan pikirannya malah nyinyirin. Banyak lho kasus korban sexual harassment ga berani speak up yang berakhir bunuh diri.,gila ya perempuan pikir nyinyirin lho korban sexual harassment berani speak up bunuh
806,2,"Dulu, kekosongan bersosialisasi di dunia nyata gw ekspresikan berbeda di dunia maya. Kebetulan dikenalin Mig33 sama adek. Langsung nyetem, orangnya ramah2.",kosong sosial dunia nyata ekspresi beda dunia maya dikenalin mig adik langsung nyetem orang ramah
807,2,"gak berasa puasa sdh 20 Hari, & sbtr lagi lebaran,ada rasa sedih krn ramadhan akan meninggalkan kita, tapi ada rasa happy krn sbtr lagi kita akan lebaran,berkumpul bareng keluarga,saling memaafkan & kmbli fitrah...smg saya & kita semua akan bertemu lagi ramadhan 1440H/2019...AMIN",asa puasa sebentar lebaranada sedih ramadhan tinggal senang sebentar lebaranberkumpul bareng keluargasaling maaf fitrahsmg temu ramadhan hamin
808,1,"Main artificial neural network emang ngeri2 sedap. 3 hari stressfull karena akurasi pengujian dibawah 50%. Ubah berbagai parameter masih tetep jelek. Sempat ngira bakal fail karna datanya rusak, ternyata hidden layer nya kurang banyak.",main artificial neural jaring ngeri sedap stressfull akurasi uji bawah ubah parameter jelek fail data rusak hidden layer nya
809,0,"Terakhir dan mungkin bakal ada cerita unik lainnya. Kita provide pesan antar. Kita kasih special service yg deket sama kita gausah bayar ongkir. Giliran ongkir gratis, pesennya semena-mena. Bolak balik nganter around 3-4 kali padahal yg pesen orgnya jg di divisi yg sama. #mbuh",cerita unik provide pesan kasih special servis bayar ongkir gilir ongkir gratis sen semenamena bolak antar around kali pesan orang divisi mbuh
810,0,"#ILCBPIP Betul Prof suteki. Klo memang perlu Bpip itu didirikan.. Masa orangnya yg gk paham pancasila "" akhirat itu ramalan Masa depan"".. ck ck.. politik balas Budi nihh..",ilcbpip prof suteki bpip diri orang paham pancasila akhirat ramal ck ck politik balas budi nihh
811,4,"Saat sakit gigi dan sakit hati datang berbarengan rasanya kayak mau bilang.. ""Terima kasih loh Tuhan aku dikasih kesempatan langka begini :')",sakit gigi sakit hati bareng bilang terima kasih loh tuhan kasih sempat langka
812,2,"Ya gini nih klo ada siluman bukber, fotonya kaga ada yang bener. Uda di sono paling lama, ditungguin sampe diliatin orang yang pada antre tetep aja anteng ngobrol ketawa ngakak. Ini nih pertemanan jastip terbhaiqq!",ya nih siluman bukber foto sono ditungguin diliatin orang antre anteng bicara tertawa tertawa nih teman jastip terbhaiqq
813,3,"Saat kecil,mobil blm bisa smp rmh, hanya di ujung gang. Saat pulang malam dr luar kota dan aku ketiduran, ayah sering tak membangunkanku tp menggendongku sampai rmh..bahkan smp aku SD :(",kecilmobil smp rumah ujung gang pulang malam kota tidur ayah bangun gendong rmhbahkan smp sd
814,4,"Libur mulai tgl 12 - 19..masuk tgl 20... Dpt data tgl 11(itu pun klo selesai semua), laporan tgl 20... Trus kapan aku ngerjainnya???? . . Adek sedih bang...adek ga isa diginiin..adek masih belajar kuat ma bang dylan... [URL]",libur tanggal masuk tanggal data tanggal selesai lapor tanggal ngerjainnya adik sedih bangadek isa diginiinadek ajar kuat bang dylan url
815,1,"Astaghfirullah, sepanjang jalur manggarai - jatinegara ternyata masih aja ada petjun2 berkeliaran di bulan puasa. Sing sabar shayy sing tahan subhanallah dehh aku aja setop dulu cape di gembyor trs huft",astaghfirullah jalur manggarai jatinegara petjun liar puasa sing sabar shayy sing tahan subhanallah dehh setop capai gembyor huft
816,2,"[USERNAME] [USERNAME] Terima kaaih pak Kwik,, itu juga pemikiran sy secara pribadi, trm ksh sdh d'sampaikan pd forum. Dan bgitu jg hal'y dg yg d'sAmpaikn oleh ibu sarumpait.",terima kaaih kwik pikir pribadi terima kasih dsampaikan forum haly dsampaikn sarumpait
817,2,"Potong pepaya, leci, blueberry. Bikin overnight oatmeal dan madu. Seketika saya merasa sehat. . . . . Padahal dimakan aja belum~ Semua hanya fatamorganaaaaaaa..",potong pepaya leci blueberry bikin overnight oatmeal madu sehat makan fatamorganaaaaaaa
818,0,"Gini ya, meskipun pelacur sekalipun gak ada kewenangan untuk laki-laki ngelecehin dia. Seorang pelacur melacur juga gak gratisan dan ada consent dari kedua belah pihak. This is why the worst enemy of feminim is women itself.",ya lacur wenang lakilaki ngelecehin lacur lacur gratis consent belah this is the worst enemy of feminim is wanita itself
819,0,"bukan soal idolamu yang khilaf, bukan soal lebay si artis. ini soal sexual harrasement yang dijadiin komentar bercanda dan dianggap biasa aja. ah. sudahlah. semoga bukan kamu, atau orang yang kamu kenal yang diperlakukan begitu dulu, baru kamu sadar.",idola khilaf lebay si artis sexual harrasement jadi komentar canda anggap ah moga orang kenal laku sadar
820,0,"[USERNAME] Sampai kapan ya,,terus apa kompensasi buat pelanggan dg kondisi ini, layanan speed sama saja malah jaringan sering lemot padahal kewajiban tagihan dibayar tepat waktu [USERNAME]",yaterus kompensasi langgan kondisi layan speed jaring lot wajib tagih bayar
821,2,"Happy Pendadaran [USERNAME] kamu hbs ini kerja yg di kantoran aja ya, jangan yg turun ke lapangan panas-panasan. Aku takut kamu tambah item. [URL]",senang dadar habis kerja kantor ya turun lapang panaspanasan takut hitam url
822,0,"Sebel banget deh kalo ada senior kerja yang kek gini Teh, tauuuuuuuu.... Teiung. Belom selesai nanya loh,udah di jawab, untung lagi ga pegang pisau.",kesal deh senior kerja teh tauuuuuuuu teiung selesai lohudah untung pegang pisau
823,2,"Kagak sih, kan tiap kali ku ada tugas atau ujian yangbeb selalu ada... Soalny kalo ga ada siapa yg bisa ditanya2.. dia mah kayak wikipedia berjalan, semua-mua tau.. aku mah apa atuh ",sih kali ku tugas uji yangbeb soalny mah wikipedia jalan semuamua mah atuh
824,2,"Alhamdulillah persib menang, hati happy, tidur pun tenang. MVP malam ini adalah [USERNAME] yg ngebolehin nonton persib tanpa nge chat setelah seharian susah komunikasian gara2 kesibukan ade bedur ",alhamdulillah persib menang hati senang tidur tenang mvp malam boleh nonton persib nge chat hari susah komunikasi gara sibuk bedur
825,4,Baru kali ini liat kasur sama selimut nggak tergoda. Masih lebih tergoda baring di lantai sambil kipas2. Mungkin majalaya emang beda benua sama bandung :(,kali lihat kasur selimut goda goda baring lantai kipas majalaya beda benua bandung
826,4,"Iyaaa kaaaann , selama pesantren semua kegiatannya tu berkesan sampe skg esq sampe malem banget tp tar pas muhasabah melek lg trus jd sedih kangen org tua",iyaaa kaaaann pesantren giat kesan skg esq malam pas muhasabah melek sedih kangen orang tua
827,2,"Alhamdullilah 3 point tandang, terima kasih [USERNAME] sehat terus [USERNAME] nuhun badag buat semua pendukung maung bandung resfect buat [USERNAME] #PersibDay",alhamdullilah point tandang terima kasih sehat nuhun badag dukung maung bandung resfect persibday
828,0,"[USERNAME] [USERNAME] [USERNAME] Ganti presiden tp gak punya presiden cm. Preseden, sadar bro klo sebut ganti presiden pks mungkin nti fahri yg ganti",ganti presiden presiden preseden sadar bro ganti presiden pks fahri ganti
829,4,"Yang berat itu bukan rindu, dilan. Tapi ngerjain skripsi dengan berbagai pengalaman psikologi yang kurang baik. Katanya ada yang bilang tema dan judul yang saya ambil, sangat cocok dengan pengalaman pribadi saya. Bisa dikatakan iya juga bisa tidak sih.",berat rindu dil skripsi alam psikologi bilang tema judul ambil cocok alam pribadi iya sih
830,2,"sukadeh sama temen yg ngetweet konten2 yang ""berwawasan"" , apalagi di dunia nyata bisa share ilmu... jadi nyinyiran & kritikan bisa lebih bermanfaat & apalagi kalo nyambung ngomongnya... ga cm bahas lamtur & lipen aja",sukadeh teman ngetweet konten wawas dunia nyata share ilmu nyinyir kritik manfaat nyambung ngomongnya bahas lamtur lipen
831,0,"gue juga gak ada masalah dengan Gitasav ngomong tentang sexual harassment-nya dia, yang jadi masalah ketika dia bales DM-nya Helmi. She's rude.",gitasav bicara sexual harassmentnya balas mana helm shes rude
832,4,"H-10 __ Kamu saja yang kembali, biar aku tetap disini. Dia memilihmu, untuk apa kupaksa. Berbahagialah, karena aku tak akan mengganggu lagi. Berhappylah, bersama orang yang (katanya) kau cinta. Selasa, 5 Juni 2018 Berjan, Gebang, Purworejo 23:05 WIB",h biar pilih paksa bahagia ganggu berhappylah orang cinta selasa juni berjan gebang purworejo wib
